created_at,field1,field2,field3,field4
2021-12-08T03:00:23+00:00,51,228,239,185
2021-12-08T03:00:45+00:00,49,238,239,188
2021-12-08T03:01:08+00:00,49,228,239,189
2021-12-08T03:01:30+00:00,48,238,238,185
2021-12-08T03:01:52+00:00,47,238,251,185
2021-12-08T03:02:15+00:00,47,240,239,185
2021-12-08T03:02:37+00:00,44,238,239,187
2021-12-08T03:03:00+00:00,45,229,239,186
2021-12-08T03:03:22+00:00,43,228,239,185
2021-12-08T03:03:44+00:00,43,239,240,186
2021-12-08T03:04:07+00:00,39,236,249,186
2021-12-08T03:04:29+00:00,37,233,241,189
2021-12-08T03:04:52+00:00,35,238,240,186
2021-12-08T03:05:14+00:00,36,229,244,186
2021-12-08T03:05:36+00:00,34,236,249,192
2021-12-08T03:05:59+00:00,32,229,249,194
2021-12-08T03:06:21+00:00,35,238,243,190
2021-12-08T03:06:44+00:00,35,229,244,186
2021-12-08T03:07:06+00:00,34,240,240,186
2021-12-08T03:07:29+00:00,35,238,249,195
2021-12-08T03:07:51+00:00,35,238,250,194
2021-12-08T03:08:13+00:00,36,238,250,191
2021-12-08T03:08:36+00:00,35,237,244,187
2021-12-08T03:08:58+00:00,36,239,245,187
2021-12-08T03:09:20+00:00,37,237,249,197
2021-12-08T03:09:43+00:00,38,230,241,187
2021-12-08T03:10:05+00:00,36,238,252,187
2021-12-08T03:10:28+00:00,39,240,250,187
2021-12-08T03:10:50+00:00,38,240,245,187
2021-12-08T03:11:13+00:00,40,240,242,187
2021-12-08T03:11:35+00:00,39,231,241,188
2021-12-08T03:11:58+00:00,39,240,241,188
2021-12-08T03:12:20+00:00,41,231,241,188
2021-12-08T03:12:42+00:00,42,232,242,188
2021-12-08T03:13:05+00:00,43,241,242,191
2021-12-08T03:13:27+00:00,42,232,242,189
2021-12-08T03:13:49+00:00,45,240,253,200
2021-12-08T03:14:12+00:00,43,242,242,188
2021-12-08T03:14:34+00:00,45,242,243,189
2021-12-08T03:14:56+00:00,48,233,243,190
2021-12-08T03:15:19+00:00,47,240,253,190
2021-12-08T03:15:41+00:00,47,233,255,196
2021-12-08T03:16:04+00:00,46,233,244,194
2021-12-08T03:16:26+00:00,45,245,246,191
2021-12-08T03:16:49+00:00,47,250,248,192
2021-12-08T03:17:11+00:00,48,242,259,197
2021-12-08T03:17:34+00:00,48,278,283,220
2021-12-08T03:17:56+00:00,48,269,295,230
2021-12-08T03:18:18+00:00,48,270,287,222
2021-12-08T03:18:41+00:00,48,413,293,230
2021-12-08T03:19:03+00:00,48,281,301,223
2021-12-08T03:19:25+00:00,54,272,300,231
2021-12-08T03:19:48+00:00,51,272,289,224
2021-12-08T03:20:10+00:00,49,279,298,231
2021-12-08T03:20:33+00:00,51,273,290,225
2021-12-08T03:20:55+00:00,50,273,301,234
2021-12-08T03:21:17+00:00,53,273,290,224
2021-12-08T03:21:40+00:00,53,274,301,229
2021-12-08T03:22:02+00:00,55,272,301,233
2021-12-08T03:22:25+00:00,54,274,298,232
2021-12-08T03:22:47+00:00,54,284,300,235
2021-12-08T03:23:09+00:00,56,273,290,238
2021-12-08T03:23:32+00:00,53,274,292,226
2021-12-08T03:23:54+00:00,50,274,296,226
2021-12-08T03:24:17+00:00,50,284,302,226
2021-12-08T03:24:39+00:00,48,284,305,230
2021-12-08T03:25:02+00:00,48,278,292,225
2021-12-08T03:25:24+00:00,48,275,301,235
2021-12-08T03:25:47+00:00,48,280,298,226
2021-12-08T03:26:09+00:00,47,283,306,234
2021-12-08T03:26:31+00:00,47,275,292,226
2021-12-08T03:26:54+00:00,45,278,303,227
2021-12-08T03:27:16+00:00,42,274,303,234
2021-12-08T03:27:39+00:00,38,279,292,226
2021-12-08T03:28:01+00:00,42,286,306,230
2021-12-08T03:28:23+00:00,37,275,292,227
2021-12-08T03:28:46+00:00,34,275,304,234
2021-12-08T03:29:08+00:00,34,280,293,226
2021-12-08T03:29:31+00:00,33,279,304,227
2021-12-08T03:29:53+00:00,35,284,297,227
2021-12-08T03:30:15+00:00,36,284,302,236
2021-12-08T03:30:38+00:00,35,285,304,227
2021-12-08T03:31:00+00:00,34,281,297,235
2021-12-08T03:31:23+00:00,36,286,304,231
2021-12-08T03:31:45+00:00,37,286,293,226
2021-12-08T03:32:07+00:00,42,275,305,235
2021-12-08T03:32:30+00:00,38,282,298,236
2021-12-08T03:32:52+00:00,38,282,298,226
2021-12-08T03:33:14+00:00,41,285,304,236
2021-12-08T03:33:37+00:00,39,280,306,228
2021-12-08T03:33:59+00:00,38,285,303,236
2021-12-08T03:34:22+00:00,38,275,302,230
2021-12-08T03:34:44+00:00,42,285,298,226
2021-12-08T03:35:06+00:00,43,285,299,236
2021-12-08T03:35:29+00:00,41,289,306,236
2021-12-08T03:35:51+00:00,41,275,305,235
2021-12-08T03:36:14+00:00,38,286,306,227
2021-12-08T03:36:36+00:00,44,276,303,236
2021-12-08T03:36:59+00:00,44,275,294,235
2021-12-08T03:37:21+00:00,45,284,293,239
2021-12-08T03:37:43+00:00,45,275,294,237
2021-12-08T03:38:06+00:00,46,285,304,231
2021-12-08T03:38:28+00:00,47,276,294,227
2021-12-08T03:38:50+00:00,47,276,294,236
2021-12-08T03:39:13+00:00,47,281,295,228
2021-12-08T03:39:35+00:00,47,276,303,237
2021-12-08T03:39:58+00:00,49,277,294,228
2021-12-08T03:40:20+00:00,48,277,295,228
2021-12-08T03:40:43+00:00,48,285,304,237
2021-12-08T03:41:05+00:00,48,285,307,238
2021-12-08T03:41:27+00:00,48,286,306,239
2021-12-08T03:41:50+00:00,48,287,307,239
2021-12-08T03:42:12+00:00,48,288,301,237
2021-12-08T03:42:34+00:00,49,278,296,236
2021-12-08T03:42:57+00:00,49,277,309,237
2021-12-08T03:43:19+00:00,52,285,295,236
2021-12-08T03:43:42+00:00,50,278,296,229
2021-12-08T03:44:04+00:00,57,287,308,229
2021-12-08T03:44:26+00:00,52,287,308,234
2021-12-08T03:44:49+00:00,53,279,305,238
2021-12-08T03:45:11+00:00,54,279,297,229
2021-12-08T03:45:34+00:00,57,279,297,238
2021-12-08T03:45:56+00:00,54,280,309,238
2021-12-08T03:46:19+00:00,55,289,310,231
2021-12-08T03:46:41+00:00,51,280,309,241
2021-12-08T03:47:04+00:00,51,294,313,243
2021-12-08T03:47:26+00:00,49,379,424,323
2021-12-08T03:47:48+00:00,49,394,433,330
2021-12-08T03:48:11+00:00,45,388,449,345
2021-12-08T03:48:33+00:00,48,389,436,332
2021-12-08T03:48:56+00:00,48,389,448,338
2021-12-08T03:49:18+00:00,45,397,438,334
2021-12-08T03:49:40+00:00,45,389,446,334
2021-12-08T03:50:03+00:00,42,392,449,334
2021-12-08T03:50:25+00:00,41,398,438,334
2021-12-08T03:50:48+00:00,47,400,439,334
2021-12-08T03:51:10+00:00,41,399,439,334
2021-12-08T03:51:33+00:00,43,390,440,335
2021-12-08T03:51:55+00:00,38,391,439,335
2021-12-08T03:52:17+00:00,37,390,440,334
2021-12-08T03:52:40+00:00,33,392,439,335
2021-12-08T03:53:02+00:00,33,392,440,335
2021-12-08T03:53:24+00:00,35,390,439,333
2021-12-08T03:53:47+00:00,34,391,439,342
2021-12-08T03:54:09+00:00,34,391,451,334
2021-12-08T03:54:32+00:00,35,391,442,345
2021-12-08T03:54:54+00:00,29,391,452,335
2021-12-08T03:55:16+00:00,35,392,439,335
2021-12-08T03:55:39+00:00,35,392,440,343
2021-12-08T03:56:01+00:00,36,391,453,340
2021-12-08T03:56:24+00:00,38,391,441,335
2021-12-08T03:56:46+00:00,35,389,441,335
2021-12-08T03:57:08+00:00,38,391,440,335
2021-12-08T03:57:31+00:00,37,392,441,351
2021-12-08T03:57:53+00:00,39,391,440,335
2021-12-08T03:58:15+00:00,38,393,442,347
2021-12-08T03:58:38+00:00,39,392,453,334
2021-12-08T03:59:00+00:00,42,400,442,335
2021-12-08T03:59:23+00:00,38,398,441,335
2021-12-08T03:59:45+00:00,43,391,440,335
2021-12-08T04:00:08+00:00,39,392,442,336
2021-12-08T04:00:30+00:00,39,392,455,346
2021-12-08T04:00:53+00:00,39,399,441,335
2021-12-08T04:01:15+00:00,34,392,442,336
2021-12-08T04:01:38+00:00,42,391,442,336
2021-12-08T04:02:00+00:00,45,401,441,335
2021-12-08T04:02:22+00:00,44,392,441,335
2021-12-08T04:02:45+00:00,46,392,441,335
2021-12-08T04:03:07+00:00,45,392,440,335
2021-12-08T04:03:29+00:00,45,391,453,352
2021-12-08T04:03:52+00:00,41,391,441,335
2021-12-08T04:04:14+00:00,48,393,461,352
2021-12-08T04:04:37+00:00,48,247,316,298
2021-12-08T04:04:59+00:00,50,241,395,310
2021-12-08T04:05:21+00:00,45,266,392,322
2021-12-08T04:05:44+00:00,48,237,342,282
2021-12-08T04:06:06+00:00,48,275,318,315
2021-12-08T04:06:28+00:00,48,247,319,262
2021-12-08T04:06:51+00:00,51,209,347,322
2021-12-08T04:07:13+00:00,49,267,384,296
2021-12-08T04:07:36+00:00,50,195,340,306
2021-12-08T04:07:58+00:00,49,228,394,282
2021-12-08T04:08:20+00:00,54,273,406,323
2021-12-08T04:08:42+00:00,55,270,388,322
2021-12-08T04:09:05+00:00,53,220,340,280
2021-12-08T04:09:27+00:00,54,272,393,287
2021-12-08T04:09:50+00:00,55,210,320,295
2021-12-08T04:10:12+00:00,54,201,309,270
2021-12-08T04:10:34+00:00,58,184,323,263
2021-12-08T04:10:57+00:00,50,268,393,279
2021-12-08T04:11:19+00:00,51,271,377,323
2021-12-08T04:11:41+00:00,49,268,392,270
2021-12-08T04:12:04+00:00,49,269,367,303
2021-12-08T04:12:26+00:00,48,217,392,283
2021-12-08T04:12:48+00:00,47,273,391,310
2021-12-08T04:13:11+00:00,47,260,397,309
2021-12-08T04:13:33+00:00,44,206,401,318
2021-12-08T04:13:56+00:00,45,260,351,310
2021-12-08T04:14:18+00:00,43,227,306,273
2021-12-08T04:14:41+00:00,43,234,315,298
2021-12-08T04:15:03+00:00,39,270,334,281
2021-12-08T04:15:26+00:00,37,273,358,306
2021-12-08T04:16:09+00:00,35,237,311,308
2021-12-08T04:16:35+00:00,36,234,315,290
2021-12-08T04:16:58+00:00,34,174,389,288
2021-12-08T04:17:20+00:00,32,280,344,313
2021-12-08T04:17:44+00:00,35,177,361,301
2021-12-08T04:18:06+00:00,35,252,408,291
2021-12-08T04:18:22+00:00,34,274,369,312
2021-12-08T04:18:46+00:00,35,262,324,317
2021-12-08T04:19:25+00:00,35,274,343,313
2021-12-08T04:19:48+00:00,36,234,367,290
2021-12-08T04:20:10+00:00,35,177,313,271
2021-12-08T04:20:33+00:00,36,177,318,284
2021-12-08T04:20:55+00:00,37,226,366,285
2021-12-08T04:21:18+00:00,38,403,449,337
2021-12-08T04:21:40+00:00,36,358,446,323
2021-12-08T04:22:02+00:00,39,334,446,333
2021-12-08T04:22:25+00:00,38,417,437,354
2021-12-08T04:22:48+00:00,40,335,447,328
2021-12-08T04:23:10+00:00,39,391,445,324
2021-12-08T04:23:32+00:00,39,416,461,342
2021-12-08T04:23:55+00:00,41,392,423,357
2021-12-08T04:24:17+00:00,42,368,439,340
2021-12-08T04:24:40+00:00,43,344,446,324
2021-12-08T04:25:03+00:00,42,360,424,337
2021-12-08T04:25:28+00:00,45,404,422,335
2021-12-08T04:25:51+00:00,43,400,440,346
2021-12-08T04:26:13+00:00,45,402,424,339
2021-12-08T04:26:35+00:00,48,336,446,337
2021-12-08T04:26:58+00:00,47,402,446,327
2021-12-08T04:27:20+00:00,47,343,423,339
2021-12-08T04:27:41+00:00,46,397,447,325
2021-12-08T04:28:55+00:00,45,402,423,329
2021-12-08T04:29:17+00:00,47,334,464,341
2021-12-08T04:29:39+00:00,48,401,446,328
2021-12-08T04:30:02+00:00,48,334,445,338
2021-12-08T04:30:24+00:00,48,334,445,338
2021-12-08T04:30:47+00:00,48,388,425,338
2021-12-08T04:31:09+00:00,48,363,431,338
2021-12-08T04:31:31+00:00,48,381,433,334
2021-12-08T04:31:54+00:00,54,403,424,339
2021-12-08T04:32:16+00:00,51,403,446,334
2021-12-08T04:32:38+00:00,49,402,446,326
2021-12-08T04:33:01+00:00,51,335,446,350
2021-12-08T04:33:23+00:00,50,340,430,351
2021-12-08T04:33:46+00:00,53,402,424,339
2021-12-08T04:34:08+00:00,53,335,441,350
2021-12-08T04:34:30+00:00,55,391,447,335
2021-12-08T04:34:53+00:00,54,411,446,349
2021-12-08T04:35:16+00:00,54,363,423,338
2021-12-08T04:35:38+00:00,56,335,430,340
2021-12-08T04:36:00+00:00,53,356,431,338
2021-12-08T04:36:23+00:00,50,390,437,350
2021-12-08T04:36:45+00:00,50,380,429,325
2021-12-08T04:37:08+00:00,48,403,449,349
2021-12-08T04:37:30+00:00,48,373,437,348
2021-12-08T04:37:53+00:00,48,403,446,348
2021-12-08T04:38:15+00:00,48,403,440,337
2021-12-08T04:38:37+00:00,47,336,424,325
2021-12-08T04:39:00+00:00,47,427,452,336
2021-12-08T04:39:22+00:00,45,348,443,340
2021-12-08T04:39:45+00:00,42,415,441,352
2021-12-08T04:40:07+00:00,38,402,453,325
2021-12-08T04:40:30+00:00,42,362,424,340
2021-12-08T04:40:52+00:00,37,403,439,324
2021-12-08T04:41:14+00:00,34,402,448,338
2021-12-08T04:41:37+00:00,34,414,465,338
2021-12-08T04:41:59+00:00,33,411,423,336
2021-12-08T04:42:21+00:00,35,358,423,329
2021-12-08T04:42:44+00:00,36,402,447,335
2021-12-08T04:43:06+00:00,35,402,440,341
2021-12-08T04:43:29+00:00,34,403,435,331
2021-12-08T04:43:51+00:00,36,347,445,351
2021-12-08T04:44:13+00:00,37,336,432,338
2021-12-08T04:44:36+00:00,42,403,447,324
2021-12-08T04:44:58+00:00,38,403,433,325
2021-12-08T04:45:20+00:00,38,336,437,344
2021-12-08T04:45:43+00:00,41,384,440,354
2021-12-08T04:46:05+00:00,39,416,464,338
2021-12-08T04:46:27+00:00,38,405,446,329
2021-12-08T04:46:50+00:00,38,400,447,339
2021-12-08T04:47:12+00:00,42,337,424,347
2021-12-08T04:47:35+00:00,43,374,424,338
2021-12-08T04:47:57+00:00,41,377,428,338
2021-12-08T04:48:19+00:00,41,337,438,336
2021-12-08T04:48:42+00:00,38,383,436,338
2021-12-08T04:49:04+00:00,44,404,447,339
2021-12-08T04:49:26+00:00,44,385,436,337
2021-12-08T04:49:49+00:00,45,375,425,349
2021-12-08T04:50:11+00:00,45,394,438,343
2021-12-08T04:50:34+00:00,46,336,424,324
2021-12-08T04:50:56+00:00,47,402,451,338
2021-12-08T04:51:19+00:00,47,365,426,347
2021-12-08T04:51:41+00:00,47,404,456,339
2021-12-08T04:52:03+00:00,47,403,459,330
2021-12-08T04:52:26+00:00,49,369,441,336
2021-12-08T04:52:48+00:00,48,351,441,338
2021-12-08T04:53:10+00:00,48,338,422,348
2021-12-08T04:53:33+00:00,48,403,447,341
2021-12-08T04:53:55+00:00,48,402,438,336
2021-12-08T04:54:18+00:00,48,404,447,326
2021-12-08T04:54:40+00:00,48,401,449,323
2021-12-08T04:55:02+00:00,49,328,431,339
2021-12-08T04:55:25+00:00,49,327,443,326
2021-12-08T04:55:47+00:00,52,417,466,339
2021-12-08T04:56:10+00:00,50,402,447,323
2021-12-08T04:56:32+00:00,57,402,448,339
2021-12-08T04:56:54+00:00,52,353,446,327
2021-12-08T04:57:17+00:00,53,403,460,332
2021-12-08T04:57:39+00:00,54,369,434,340
2021-12-08T04:58:02+00:00,57,329,425,325
2021-12-08T04:58:24+00:00,54,403,423,340
2021-12-08T04:58:46+00:00,55,403,448,338
2021-12-08T04:59:09+00:00,51,402,447,350
2021-12-08T04:59:31+00:00,51,403,446,338
2021-12-08T04:59:53+00:00,49,404,446,350
2021-12-08T05:00:16+00:00,49,404,448,339
2021-12-08T05:00:38+00:00,45,405,448,338
2021-12-08T05:01:01+00:00,48,420,465,340
2021-12-08T05:01:23+00:00,48,403,459,340
2021-12-08T05:01:45+00:00,45,404,448,339
2021-12-08T05:02:08+00:00,45,415,447,339
2021-12-08T05:02:30+00:00,42,404,448,339
2021-12-08T05:02:53+00:00,41,413,448,339
2021-12-08T05:03:15+00:00,39,403,447,338
2021-12-08T05:03:38+00:00,45,405,450,340
2021-12-08T05:04:00+00:00,35,405,447,339
2021-12-08T05:04:23+00:00,34,404,447,347
2021-12-08T05:04:45+00:00,33,405,448,340
2021-12-08T05:05:07+00:00,30,404,448,339
2021-12-08T05:05:30+00:00,33,405,449,339
2021-12-08T05:05:52+00:00,32,405,448,347
2021-12-08T05:06:14+00:00,34,404,448,339
2021-12-08T05:06:37+00:00,29,404,449,347
2021-12-08T05:06:59+00:00,33,405,448,339
2021-12-08T05:07:21+00:00,33,415,448,352
2021-12-08T05:07:44+00:00,39,405,449,339
2021-12-08T05:08:06+00:00,37,403,448,339
2021-12-08T05:08:29+00:00,37,404,448,339
2021-12-08T05:08:51+00:00,37,405,448,339
2021-12-08T05:09:13+00:00,33,404,448,340
2021-12-08T05:09:36+00:00,37,404,457,348
2021-12-08T05:09:58+00:00,35,404,448,340
2021-12-08T05:10:20+00:00,39,404,447,348
2021-12-08T05:10:43+00:00,39,415,455,339
2021-12-08T05:11:05+00:00,39,414,447,338
2021-12-08T05:11:28+00:00,40,405,459,339
2021-12-08T05:11:50+00:00,39,405,449,340
2021-12-08T05:12:12+00:00,39,404,448,339
2021-12-08T05:12:35+00:00,41,405,448,348
2021-12-08T05:12:57+00:00,42,405,448,340
2021-12-08T05:13:19+00:00,39,403,447,358
2021-12-08T05:13:42+00:00,42,405,449,340
2021-12-08T05:14:04+00:00,41,405,449,339
2021-12-08T05:14:27+00:00,43,404,450,340
2021-12-08T05:14:49+00:00,46,403,449,339
2021-12-08T05:15:11+00:00,43,404,449,340
2021-12-08T05:15:34+00:00,45,404,463,353
2021-12-08T05:15:56+00:00,46,404,449,339
2021-12-08T05:16:18+00:00,46,404,449,340
2021-12-08T05:16:41+00:00,47,405,449,349
2021-12-08T05:17:03+00:00,38,404,448,339
2021-12-08T05:17:25+00:00,48,404,447,338
2021-12-08T05:17:48+00:00,48,404,449,340
2021-12-08T05:18:10+00:00,48,405,448,339
2021-12-08T05:18:33+00:00,47,404,449,339
2021-12-08T05:18:55+00:00,48,412,449,340
2021-12-08T05:19:17+00:00,50,405,450,351
2021-12-08T05:19:40+00:00,49,405,448,350
2021-12-08T05:20:02+00:00,51,404,449,340
2021-12-08T05:20:24+00:00,53,405,449,349
2021-12-08T05:20:47+00:00,53,404,447,339
2021-12-08T05:21:09+00:00,51,415,448,340
2021-12-08T05:21:31+00:00,51,405,449,339
2021-12-08T05:21:54+00:00,52,404,449,339
2021-12-08T05:22:16+00:00,52,404,449,340
2021-12-08T05:22:39+00:00,50,405,449,340
2021-12-08T05:23:01+00:00,45,404,448,338
2021-12-08T05:23:23+00:00,48,422,461,339
2021-12-08T05:23:46+00:00,48,405,450,340
2021-12-08T05:24:08+00:00,47,405,450,339
2021-12-08T05:24:30+00:00,47,405,449,340
2021-12-08T05:24:53+00:00,48,405,464,339
2021-12-08T05:25:15+00:00,44,405,449,340
2021-12-08T05:25:38+00:00,43,405,449,340
2021-12-08T05:26:00+00:00,42,405,450,340
2021-12-08T05:26:22+00:00,41,404,449,340
2021-12-08T05:26:45+00:00,37,404,460,339
2021-12-08T05:27:07+00:00,37,405,449,340
2021-12-08T05:27:29+00:00,34,405,449,339
2021-12-08T05:27:52+00:00,32,403,449,340
2021-12-08T05:28:14+00:00,32,405,453,341
2021-12-08T05:28:36+00:00,32,404,449,340
2021-12-08T05:28:59+00:00,30,406,451,340
2021-12-08T05:29:21+00:00,32,404,450,340
2021-12-08T05:29:43+00:00,33,418,450,351
2021-12-08T05:30:06+00:00,33,405,449,358
2021-12-08T05:30:28+00:00,34,415,449,340
2021-12-08T05:30:50+00:00,35,418,464,354
2021-12-08T05:31:13+00:00,34,405,450,349
2021-12-08T05:31:35+00:00,36,406,450,340
2021-12-08T05:31:57+00:00,34,404,449,347
2021-12-08T05:32:20+00:00,41,405,461,339
2021-12-08T05:32:42+00:00,37,405,450,349
2021-12-08T05:33:04+00:00,37,405,450,340
2021-12-08T05:33:27+00:00,37,405,449,349
2021-12-08T05:33:49+00:00,37,405,449,359
2021-12-08T05:34:11+00:00,38,404,463,353
2021-12-08T05:34:34+00:00,42,405,465,352
2021-12-08T05:34:56+00:00,39,415,449,347
2021-12-08T05:35:19+00:00,42,405,450,340
2021-12-08T05:35:41+00:00,39,430,463,352
2021-12-08T05:36:03+00:00,43,405,451,341
2021-12-08T05:36:26+00:00,41,405,450,341
2021-12-08T05:36:48+00:00,43,405,450,339
2021-12-08T05:37:11+00:00,42,419,464,354
2021-12-08T05:37:33+00:00,41,404,461,340
2021-12-08T05:37:55+00:00,45,405,448,340
2021-12-08T05:38:17+00:00,44,406,462,340
2021-12-08T05:38:40+00:00,45,406,451,351
2021-12-08T05:39:02+00:00,45,417,449,340
2021-12-08T05:39:24+00:00,47,405,460,348
2021-12-08T05:39:47+00:00,46,405,449,348
2021-12-08T05:40:09+00:00,47,405,448,350
2021-12-08T05:40:32+00:00,48,405,450,340
2021-12-08T05:40:54+00:00,48,405,449,340
2021-12-08T05:41:17+00:00,38,406,449,339
2021-12-08T05:41:39+00:00,41,405,450,339
2021-12-08T05:42:02+00:00,39,405,450,339
2021-12-08T05:43:36+00:00,36,405,450,340
2021-12-08T05:43:59+00:00,41,405,450,339
2021-12-08T05:44:21+00:00,39,405,450,350
2021-12-08T05:44:44+00:00,45,405,449,348
2021-12-08T05:45:06+00:00,43,405,450,340
2021-12-08T05:45:28+00:00,42,405,450,341
2021-12-08T05:45:51+00:00,43,414,458,340
2021-12-08T05:46:13+00:00,47,406,451,348
2021-12-08T05:46:35+00:00,45,405,450,349
2021-12-08T05:46:58+00:00,46,405,450,340
2021-12-08T05:47:20+00:00,47,405,464,354
2021-12-08T05:47:43+00:00,47,406,451,340
2021-12-08T05:48:05+00:00,46,406,450,340
2021-12-08T05:48:27+00:00,44,405,449,355
2021-12-08T05:48:50+00:00,48,406,449,340
2021-12-08T05:49:12+00:00,48,406,449,339
2021-12-08T05:49:35+00:00,48,419,449,352
2021-12-08T05:49:57+00:00,49,406,449,340
2021-12-08T05:50:19+00:00,48,405,449,351
2021-12-08T05:50:42+00:00,0,407,449,340
2021-12-08T05:51:04+00:00,0,405,449,340
2021-12-08T05:51:27+00:00,0,406,449,340
2021-12-08T05:51:49+00:00,0,404,449,340
2021-12-08T05:52:12+00:00,0,405,450,340
2021-12-08T05:52:34+00:00,0,405,451,353
2021-12-08T05:52:56+00:00,0,405,464,353
2021-12-08T05:53:19+00:00,0,406,464,355
2021-12-08T05:53:41+00:00,0,415,451,340
2021-12-08T05:54:03+00:00,0,404,450,353
2021-12-08T05:54:26+00:00,0,404,450,348
2021-12-08T05:54:48+00:00,0,405,449,338
2021-12-08T05:55:10+00:00,0,405,450,340
2021-12-08T05:55:33+00:00,0,414,449,351
2021-12-08T05:55:55+00:00,0,406,450,340
2021-12-08T05:56:18+00:00,0,405,458,339
2021-12-08T05:56:40+00:00,0,406,449,339
2021-12-08T05:57:03+00:00,0,405,450,339
2021-12-08T05:57:25+00:00,0,406,449,340
2021-12-08T05:57:47+00:00,0,404,449,339
2021-12-08T05:58:10+00:00,0,405,449,340
2021-12-08T05:58:32+00:00,0,405,450,340
2021-12-08T05:58:55+00:00,0,406,450,341
2021-12-08T05:59:17+00:00,0,405,450,339
2021-12-08T05:59:39+00:00,0,405,451,340
2021-12-08T06:00:02+00:00,0,406,451,341
2021-12-08T06:00:24+00:00,0,405,450,340
2021-12-08T06:00:46+00:00,0,405,449,340
2021-12-08T06:01:09+00:00,0,404,450,340
2021-12-08T06:01:31+00:00,0,406,450,340
2021-12-08T06:01:54+00:00,0,407,450,340
2021-12-08T06:02:16+00:00,0,405,451,341
2021-12-08T06:02:38+00:00,0,406,450,341
2021-12-08T06:03:01+00:00,0,405,450,341
2021-12-08T06:03:23+00:00,0,427,465,354
2021-12-08T06:03:45+00:00,0,406,449,340
2021-12-08T06:04:08+00:00,0,404,451,340
2021-12-08T06:04:30+00:00,0,406,451,341
2021-12-08T06:04:52+00:00,0,406,463,340
2021-12-08T06:05:15+00:00,0,405,449,340
2021-12-08T06:05:37+00:00,0,405,450,340
2021-12-08T06:05:59+00:00,0,407,450,340
2021-12-08T06:06:22+00:00,0,409,449,340
2021-12-08T06:06:44+00:00,0,405,449,340
2021-12-08T06:07:07+00:00,0,405,450,340
2021-12-08T06:07:29+00:00,0,406,450,340
2021-12-08T06:07:51+00:00,0,406,450,340
2021-12-08T06:08:14+00:00,0,405,450,341
2021-12-08T06:08:36+00:00,0,406,450,340
2021-12-08T06:08:58+00:00,0,407,451,340
2021-12-08T06:09:21+00:00,0,405,450,340
2021-12-08T06:09:44+00:00,0,405,451,340
2021-12-08T06:10:06+00:00,0,406,450,341
2021-12-08T06:10:28+00:00,0,410,451,341
2021-12-08T06:10:51+00:00,0,406,451,359
2021-12-08T06:11:13+00:00,0,405,450,339
2021-12-08T06:11:35+00:00,0,406,450,340
2021-12-08T06:11:58+00:00,0,404,450,340
2021-12-08T06:12:20+00:00,0,406,450,340
2021-12-08T06:12:43+00:00,0,406,450,341
2021-12-08T06:13:05+00:00,0,406,451,340
2021-12-08T06:13:27+00:00,0,405,461,341
2021-12-08T06:13:49+00:00,0,406,451,340
2021-12-08T06:14:12+00:00,0,407,451,340
2021-12-08T06:14:34+00:00,0,405,449,340
2021-12-08T06:14:57+00:00,0,406,451,341
2021-12-08T06:15:19+00:00,0,407,449,340
2021-12-08T06:15:41+00:00,0,406,450,340
2021-12-08T06:16:04+00:00,0,405,451,340
2021-12-08T06:16:26+00:00,0,406,450,356
2021-12-08T06:16:48+00:00,0,406,450,340
2021-12-08T06:17:11+00:00,0,406,463,341
2021-12-08T06:17:33+00:00,0,405,450,341
2021-12-08T06:17:55+00:00,0,406,451,340
2021-12-08T06:18:18+00:00,0,407,450,341
2021-12-08T06:18:40+00:00,0,406,451,341
2021-12-08T06:19:03+00:00,0,406,449,341
2021-12-08T06:19:25+00:00,0,407,452,349
2021-12-08T06:19:47+00:00,0,406,452,341
2021-12-08T06:20:10+00:00,0,406,451,340
2021-12-08T06:20:32+00:00,0,407,450,340
2021-12-08T06:20:54+00:00,0,406,450,341
2021-12-08T06:21:17+00:00,0,406,450,340
2021-12-08T06:21:39+00:00,0,406,452,340
2021-12-08T06:22:02+00:00,0,407,451,341
2021-12-08T06:22:24+00:00,0,406,452,341
2021-12-08T06:22:46+00:00,0,406,460,340
2021-12-08T06:23:09+00:00,0,406,451,340
2021-12-08T06:23:31+00:00,0,406,451,340
2021-12-08T06:23:53+00:00,0,414,461,349
2021-12-08T06:24:16+00:00,0,406,451,341
2021-12-08T06:24:38+00:00,0,406,449,341
2021-12-08T06:25:00+00:00,0,406,465,354
2021-12-08T06:25:23+00:00,0,406,450,340
2021-12-08T06:25:45+00:00,0,405,451,341
2021-12-08T06:26:08+00:00,0,407,451,341
2021-12-08T06:26:30+00:00,0,405,451,341
2021-12-08T06:26:52+00:00,0,416,451,341
2021-12-08T06:27:15+00:00,0,405,451,341
2021-12-08T06:27:37+00:00,0,405,450,341
2021-12-08T06:27:59+00:00,0,406,451,349
2021-12-08T06:28:22+00:00,0,406,450,340
2021-12-08T06:28:44+00:00,0,407,451,341
2021-12-08T06:29:06+00:00,0,407,465,354
2021-12-08T06:29:29+00:00,0,406,450,349
2021-12-08T06:29:51+00:00,0,406,451,341
2021-12-08T06:30:13+00:00,0,406,450,341
2021-12-08T06:30:36+00:00,0,416,450,340
2021-12-08T06:30:58+00:00,0,406,450,341
2021-12-08T06:31:21+00:00,0,405,450,340
