,date,time,light_bri,light_hue,light_sat,ldr,red,green,blue,song_id,acousticness,danceability,energy,valence
272,07/12/2021,21:18,254,39392,13,1562,146,180,131,36hxETNcqM67JpYGNaEZFH,0.111,0.698,0.822,0.655
273,07/12/2021,21:14,254,39392,13,1558,149,194,157,6ibbHAoBrdqJxo345QGumd,0.0439,0.811,0.315,0.972
274,07/12/2021,21:08,254,39392,13,1557,151,195,157,6ShHxD0hoJSXajmcpQ5Ri8,0.00574,0.468,0.721,0.69
275,07/12/2021,21:05,254,39392,13,1555,152,191,157,7v4pPS4A7NgY7bxFA3Etv3,0.00918,0.788,0.764,0.841
276,07/12/2021,21:04,254,39392,13,1559,152,194,157,7v4pPS4A7NgY7bxFA3Etv3,0.00918,0.788,0.764,0.841
277,07/12/2021,21:02,254,39392,13,1558,109,194,157,7v4pPS4A7NgY7bxFA3Etv3,0.00918,0.788,0.764,0.841
278,07/12/2021,20:58,254,39392,13,1559,135,194,157,7v4pPS4A7NgY7bxFA3Etv3,0.00918,0.788,0.764,0.841
279,07/12/2021,20:56,254,39392,13,1556,97,165,157,7v4pPS4A7NgY7bxFA3Etv3,0.00918,0.788,0.764,0.841
280,07/12/2021,20:54,254,39392,13,1559,120,153,157,7v4pPS4A7NgY7bxFA3Etv3,0.00918,0.788,0.764,0.841
281,07/12/2021,20:52,254,39392,13,1558,147,188,157,0IrtQ83z9jylZaLEJK2eoy,0.806,0.771,0.518,0.277
282,07/12/2021,17:59,199,10334,211,719,253,352,259,7f6RiVFXqUT3dWi35OznLI,0.239,0.69,0.807,0.869
283,07/12/2021,17:55,199,10334,211,720,178,309,254,4dVR8jBG0RQ7jbdi8GRkyd,0.0605,0.476,0.816,0.584
284,07/12/2021,17:53,199,10334,211,715,213,348,259,7b4Qu8lHzGX8PiQJ3Q1al4,0.331,0.489,0.62,0.438
285,07/12/2021,17:49,199,10334,211,705,259,321,270,4rOODw637hsmsq0uzT0DN3,0.406,0.659,0.821,0.353
286,07/12/2021,17:46,199,10334,211,692,179,359,249,1zIvvyjousJTxkumkCDnlo,0.361,0.74,0.669,0.922
287,07/12/2021,17:43,199,10334,211,688,186,275,277,3a4VCqofc7Wf7cqfZYu2Ad,0.0243,0.677,0.841,0.418
288,07/12/2021,17:39,199,10334,211,707,197,293,256,0mTjDtEuQGXUSuUGlsqz5P,0.347,0.567,0.754,0.463
289,07/12/2021,17:30,199,10334,211,715,356,384,306,5nxlqOA57OZU8o7qjLZpvQ,0.216,0.682,0.786,0.679
290,07/12/2021,17:26,199,10334,211,701,354,383,296,3a4VCqofc7Wf7cqfZYu2Ad,0.0243,0.677,0.841,0.418
291,07/12/2021,17:23,199,10334,211,692,353,383,302,5jQRsJZzu8jicHgC3wgiY5,0.617,0.651,0.406,0.376
292,07/12/2021,17:19,199,10334,211,688,354,395,297,63oTx2gvxdNv9qGYQCA005,0.055,0.691,0.816,0.512
293,07/12/2021,17:16,199,10334,211,718,355,384,298,7B8Kt457X4qKyVS2Afh1ZD,0.281,0.641,0.727,0.128
294,07/12/2021,17:11,199,10334,211,719,355,398,308,0mTjDtEuQGXUSuUGlsqz5P,0.347,0.567,0.754,0.463
295,07/12/2021,17:07,199,10334,211,704,356,388,308,08yMOmydumplen59qUD4zf,0.152,0.733,0.617,0.452
296,07/12/2021,17:04,199,10334,211,694,354,385,306,4vsoWZcvtvSsE0OiVvDDvX,0.289,0.604,0.573,0.581
297,07/12/2021,16:58,199,10334,211,697,357,384,296,584e17zySNmvOd1iG57zxF,0.11,0.934,0.555,0.664
298,07/12/2021,16:55,199,10334,211,709,357,385,297,5nJvKQsFRmCp2i7EiKjZDg,0.143,0.806,0.678,0.433
299,07/12/2021,16:53,199,10334,211,713,355,384,297,56gnI7SIZbFhiwzfN1ogN4,0.187,0.544,0.797,0.843
300,07/12/2021,16:50,199,10334,211,720,355,384,297,5yQUhCPtm5EPVDQz8kKGSA,0.32,0.396,0.811,0.185
301,07/12/2021,16:46,199,10334,211,711,355,385,297,0a6jzYgYdtGJIoj5NtflVE,0.105,0.589,0.541,0.434
302,07/12/2021,16:41,199,10334,211,697,354,393,296,2TwB7aK39tnZBQjBPgcbCj,0.0277,0.753,0.702,0.69
303,07/12/2021,16:36,199,10334,211,689,353,381,295,1XyzcGhmO7iUamSS94XfqY,0.0899,0.808,0.903,0.922
304,07/12/2021,16:33,199,10334,211,704,352,382,296,1XyzcGhmO7iUamSS94XfqY,0.0899,0.808,0.903,0.922
305,07/12/2021,15:56,144,8402,140,525,253,330,247,0IrtQ83z9jylZaLEJK2eoy,0.806,0.771,0.518,0.277
306,07/12/2021,15:52,144,8402,140,526,257,357,286,0IrtQ83z9jylZaLEJK2eoy,0.806,0.771,0.518,0.277
307,07/12/2021,15:49,144,8402,140,526,259,348,265,0IrtQ83z9jylZaLEJK2eoy,0.806,0.771,0.518,0.277
308,07/12/2021,15:45,144,8402,140,509,194,290,288,0IrtQ83z9jylZaLEJK2eoy,0.806,0.771,0.518,0.277
309,07/12/2021,15:42,144,8402,140,501,219,346,277,0IrtQ83z9jylZaLEJK2eoy,0.806,0.771,0.518,0.277
310,07/12/2021,05:42,77,8597,121,208,326,351,272,3JR0ducCexKbeK47g6AHm5,0.00308,0.739,0.588,0.774
311,07/12/2021,05:39,77,8597,121,207,331,351,285,3JR0ducCexKbeK47g6AHm5,0.00308,0.739,0.588,0.774
312,07/12/2021,05:36,77,8597,121,203,337,364,283,3JR0ducCexKbeK47g6AHm5,0.00308,0.739,0.588,0.774
313,07/12/2021,05:33,77,8597,121,202,325,351,282,3JR0ducCexKbeK47g6AHm5,0.00308,0.739,0.588,0.774
314,07/12/2021,05:30,77,8597,121,204,337,356,283,3JR0ducCexKbeK47g6AHm5,0.00308,0.739,0.588,0.774
315,07/12/2021,05:27,77,8597,121,197,326,351,281,3JR0ducCexKbeK47g6AHm5,0.00308,0.739,0.588,0.774
316,07/12/2021,05:24,77,8597,121,199,325,350,280,3JR0ducCexKbeK47g6AHm5,0.00308,0.739,0.588,0.774
317,07/12/2021,05:21,77,8597,121,210,335,365,271,3JR0ducCexKbeK47g6AHm5,0.00308,0.739,0.588,0.774
318,07/12/2021,05:18,77,8597,121,208,325,350,280,3JR0ducCexKbeK47g6AHm5,0.00308,0.739,0.588,0.774
319,07/12/2021,05:15,77,8597,121,205,325,350,272,3JR0ducCexKbeK47g6AHm5,0.00308,0.739,0.588,0.774
320,07/12/2021,05:12,77,8597,121,203,326,350,272,3JR0ducCexKbeK47g6AHm5,0.00308,0.739,0.588,0.774
321,07/12/2021,05:09,77,8597,121,201,339,351,272,3JR0ducCexKbeK47g6AHm5,0.00308,0.739,0.588,0.774
322,07/12/2021,05:06,77,8597,121,197,325,350,271,3JR0ducCexKbeK47g6AHm5,0.00308,0.739,0.588,0.774
323,07/12/2021,05:03,77,8597,121,201,336,363,283,3JR0ducCexKbeK47g6AHm5,0.00308,0.739,0.588,0.774
324,07/12/2021,04:57,77,8597,121,210,324,349,271,3JR0ducCexKbeK47g6AHm5,0.00308,0.739,0.588,0.774
325,07/12/2021,04:54,77,8597,121,209,324,349,271,3JR0ducCexKbeK47g6AHm5,0.00308,0.739,0.588,0.774
326,07/12/2021,04:51,77,8597,121,207,324,357,271,3JR0ducCexKbeK47g6AHm5,0.00308,0.739,0.588,0.774
327,07/12/2021,04:48,77,8597,121,206,324,348,270,3JR0ducCexKbeK47g6AHm5,0.00308,0.739,0.588,0.774
328,07/12/2021,04:45,77,8597,121,202,335,349,271,3JR0ducCexKbeK47g6AHm5,0.00308,0.739,0.588,0.774
329,07/12/2021,04:42,77,8597,121,199,324,349,271,69WpV0U7OMNFGyq8I63dcC,0.17,0.631,0.649,0.459
330,07/12/2021,04:39,77,8597,121,196,324,348,270,69WpV0U7OMNFGyq8I63dcC,0.17,0.631,0.649,0.459
331,07/12/2021,04:36,77,8597,121,206,324,360,271,69WpV0U7OMNFGyq8I63dcC,0.17,0.631,0.649,0.459
332,07/12/2021,04:33,77,8597,121,212,324,349,271,69WpV0U7OMNFGyq8I63dcC,0.17,0.631,0.649,0.459
333,07/12/2021,04:30,77,8597,121,215,325,360,282,69WpV0U7OMNFGyq8I63dcC,0.17,0.631,0.649,0.459
334,07/12/2021,04:27,77,8597,121,208,324,349,281,69WpV0U7OMNFGyq8I63dcC,0.17,0.631,0.649,0.459
