,date,time,light_on,light_colormode,light_bri,light_hue,light_sat,light_xy,light_ct
66,07/12/2021,01:31,TRUE,xy,254,39392,13,"[0.3691, 0.3719]",230
67,07/12/2021,01:32,TRUE,xy,254,39392,13,"[0.3691, 0.3719]",230
68,07/12/2021,01:34,TRUE,xy,254,39392,13,"[0.3691, 0.3719]",230
69,07/12/2021,01:35,TRUE,xy,254,39392,13,"[0.3691, 0.3719]",230
70,07/12/2021,01:37,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
71,07/12/2021,01:38,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
72,07/12/2021,01:40,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
73,07/12/2021,01:41,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
74,07/12/2021,01:43,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
75,07/12/2021,01:44,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
76,07/12/2021,01:46,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
77,07/12/2021,01:47,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
78,07/12/2021,01:49,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
79,07/12/2021,01:50,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
80,07/12/2021,01:52,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
81,07/12/2021,01:53,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
82,07/12/2021,01:55,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
83,07/12/2021,01:56,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
84,07/12/2021,01:58,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
85,07/12/2021,01:59,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
86,07/12/2021,02:01,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
87,07/12/2021,02:02,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
88,07/12/2021,02:04,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
89,07/12/2021,02:05,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
90,07/12/2021,02:07,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
91,07/12/2021,02:08,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
92,07/12/2021,02:10,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
93,07/12/2021,02:11,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
94,07/12/2021,02:13,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
95,07/12/2021,02:14,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
96,07/12/2021,02:16,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
97,07/12/2021,02:17,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
98,07/12/2021,02:19,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
99,07/12/2021,02:20,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
100,07/12/2021,02:22,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
101,07/12/2021,02:23,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
102,07/12/2021,02:25,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
103,07/12/2021,02:26,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
104,07/12/2021,02:28,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
105,07/12/2021,02:29,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
106,07/12/2021,02:31,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
107,07/12/2021,02:32,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
108,07/12/2021,02:34,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
109,07/12/2021,02:35,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
110,07/12/2021,02:37,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
111,07/12/2021,02:38,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
112,07/12/2021,02:40,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
113,07/12/2021,02:41,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
114,07/12/2021,02:43,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
115,07/12/2021,02:44,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
116,07/12/2021,02:46,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
117,07/12/2021,02:47,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
118,07/12/2021,02:49,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
119,07/12/2021,02:50,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
120,07/12/2021,02:52,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
121,07/12/2021,02:53,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
122,07/12/2021,02:55,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
123,07/12/2021,02:56,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
124,07/12/2021,02:58,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
125,07/12/2021,02:59,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
126,07/12/2021,03:01,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
127,07/12/2021,03:02,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
128,07/12/2021,03:04,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
129,07/12/2021,03:05,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
130,07/12/2021,03:07,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
131,07/12/2021,03:08,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
132,07/12/2021,03:10,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
133,07/12/2021,03:11,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
134,07/12/2021,03:13,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
135,07/12/2021,03:14,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
136,07/12/2021,03:16,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
137,07/12/2021,03:17,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
138,07/12/2021,03:19,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
139,07/12/2021,03:20,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
140,07/12/2021,03:22,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
141,07/12/2021,03:23,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
142,07/12/2021,03:25,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
143,07/12/2021,03:26,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
144,07/12/2021,03:28,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
145,07/12/2021,03:29,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
146,07/12/2021,03:31,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
147,07/12/2021,03:32,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
148,07/12/2021,03:34,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
149,07/12/2021,03:35,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
150,07/12/2021,03:37,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
151,07/12/2021,03:38,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
152,07/12/2021,03:40,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
153,07/12/2021,03:41,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
154,07/12/2021,03:43,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
155,07/12/2021,03:44,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
156,07/12/2021,03:46,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
157,07/12/2021,03:47,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
158,07/12/2021,03:49,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
159,07/12/2021,03:50,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
160,07/12/2021,03:52,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
161,07/12/2021,03:53,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
162,07/12/2021,03:55,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
163,07/12/2021,03:56,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
164,07/12/2021,03:58,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
165,07/12/2021,03:59,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
166,07/12/2021,04:01,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
167,07/12/2021,04:02,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
168,07/12/2021,04:04,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
169,07/12/2021,04:05,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
170,07/12/2021,04:07,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
171,07/12/2021,04:08,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
172,07/12/2021,04:10,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
173,07/12/2021,04:11,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
174,07/12/2021,04:13,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
175,07/12/2021,04:14,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
176,07/12/2021,04:16,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
177,07/12/2021,04:17,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
178,07/12/2021,04:19,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
179,07/12/2021,04:20,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
180,07/12/2021,04:22,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
181,07/12/2021,04:23,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
182,07/12/2021,04:25,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
183,07/12/2021,04:26,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
184,07/12/2021,04:28,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
185,07/12/2021,04:29,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
186,07/12/2021,04:31,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
187,07/12/2021,04:32,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
188,07/12/2021,04:34,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
189,07/12/2021,04:35,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
190,07/12/2021,04:37,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
191,07/12/2021,04:38,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
192,07/12/2021,04:40,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
193,07/12/2021,04:41,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
194,07/12/2021,04:43,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
195,07/12/2021,04:44,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
196,07/12/2021,04:46,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
197,07/12/2021,04:47,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
198,07/12/2021,04:49,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
199,07/12/2021,04:50,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
200,07/12/2021,04:52,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
201,07/12/2021,04:53,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
202,07/12/2021,04:55,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
203,07/12/2021,04:56,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
204,07/12/2021,04:58,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
205,07/12/2021,04:59,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
206,07/12/2021,05:01,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
207,07/12/2021,05:02,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
208,07/12/2021,05:04,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
209,07/12/2021,05:05,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
210,07/12/2021,05:07,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
211,07/12/2021,05:08,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
212,07/12/2021,05:10,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
213,07/12/2021,05:11,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
214,07/12/2021,05:13,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
215,07/12/2021,05:14,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
216,07/12/2021,05:16,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
217,07/12/2021,05:17,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
218,07/12/2021,05:19,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
219,07/12/2021,05:20,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
220,07/12/2021,05:22,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
221,07/12/2021,05:23,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
222,07/12/2021,05:25,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
223,07/12/2021,05:26,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
224,07/12/2021,05:28,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
225,07/12/2021,05:29,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
226,07/12/2021,05:31,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
227,07/12/2021,05:32,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
228,07/12/2021,05:34,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
229,07/12/2021,05:35,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
230,07/12/2021,05:37,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
231,07/12/2021,05:38,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
232,07/12/2021,05:40,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
233,07/12/2021,05:41,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
234,07/12/2021,05:43,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
235,07/12/2021,05:44,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
236,07/12/2021,05:46,TRUE,xy,77,8597,121,"[0.4578, 0.41]",367
237,07/12/2021,05:47,TRUE,xy,254,39392,13,"[0.3691, 0.3719]",230
238,07/12/2021,05:49,TRUE,xy,254,39392,13,"[0.3691, 0.3719]",230
239,07/12/2021,05:50,TRUE,xy,254,39392,13,"[0.3691, 0.3719]",230
240,07/12/2021,05:52,TRUE,xy,254,39392,13,"[0.3691, 0.3719]",230
241,07/12/2021,05:53,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
242,07/12/2021,05:55,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
243,07/12/2021,05:56,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
244,07/12/2021,05:58,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
245,07/12/2021,05:59,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
246,07/12/2021,06:01,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
247,07/12/2021,06:02,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
248,07/12/2021,06:04,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
249,07/12/2021,06:05,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
250,07/12/2021,06:07,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
251,07/12/2021,06:08,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
252,07/12/2021,06:10,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
253,07/12/2021,06:11,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
254,07/12/2021,06:13,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
255,07/12/2021,06:14,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
256,07/12/2021,06:16,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
257,07/12/2021,06:17,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
258,07/12/2021,06:19,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
259,07/12/2021,06:20,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
260,07/12/2021,06:22,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
261,07/12/2021,06:23,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
262,07/12/2021,06:25,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
263,07/12/2021,06:26,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
264,07/12/2021,06:28,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
265,07/12/2021,06:29,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
266,07/12/2021,06:31,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
267,07/12/2021,06:32,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
268,07/12/2021,06:34,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
269,07/12/2021,06:35,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
270,07/12/2021,06:37,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
271,07/12/2021,06:38,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
272,07/12/2021,06:40,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
273,07/12/2021,06:41,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
274,07/12/2021,06:43,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
275,07/12/2021,06:44,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
276,07/12/2021,06:46,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
277,07/12/2021,06:47,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
278,07/12/2021,06:49,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
279,07/12/2021,06:50,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
280,07/12/2021,06:52,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
281,07/12/2021,06:53,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
282,07/12/2021,06:55,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
283,07/12/2021,06:56,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
284,07/12/2021,06:58,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
285,07/12/2021,06:59,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
286,07/12/2021,07:01,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
287,07/12/2021,07:02,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
288,07/12/2021,07:04,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
289,07/12/2021,07:05,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
290,07/12/2021,07:07,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
291,07/12/2021,07:08,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
292,07/12/2021,07:10,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
293,07/12/2021,07:11,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
294,07/12/2021,07:13,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
295,07/12/2021,07:14,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
296,07/12/2021,07:16,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
297,07/12/2021,07:17,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
298,07/12/2021,07:19,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
299,07/12/2021,07:20,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
300,07/12/2021,07:22,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
301,07/12/2021,07:23,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
302,07/12/2021,07:25,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
303,07/12/2021,07:26,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
304,07/12/2021,07:28,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
305,07/12/2021,07:29,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
306,07/12/2021,07:31,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
307,07/12/2021,07:32,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
308,07/12/2021,07:34,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
309,07/12/2021,07:35,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
310,07/12/2021,07:37,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
311,07/12/2021,07:38,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
312,07/12/2021,07:40,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
313,07/12/2021,07:41,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
314,07/12/2021,07:43,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
315,07/12/2021,07:44,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
316,07/12/2021,07:46,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
317,07/12/2021,07:47,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
318,07/12/2021,07:49,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
319,07/12/2021,07:50,FALSE,xy,254,39392,13,"[0.3691, 0.3719]",230
